"","imageId","allScore","jasonElo","jimElo","karynElo","kellyElo","mariaElo","mikeElo","mikeRElo","mikeSElo","ninaElo","paulElo","peteElo","susanElo","testuser4Elo"
"1",246,2485.87798654049,2324.63091577045,2213.62825406595,2434.19714183582,2287.46550780818,2195.44675224688,2451.01364460665,2350.78533774452,2444.61356389644,2468.99192603372,2452.98557168605,2470.18954505641,2452.47826294486,2249.28830068336
"2",247,2068.68962728586,2001.75343132957,2205.17893702776,2046.71957080687,2082.50979575751,2186.31178984272,2013.65450444078,2169.33870438302,1993.37892712892,2260.53764067711,2244.93558971118,2067.5364525436,2026.71042276603,2167.63427297616
"3",248,2035.35165030639,2183.20435109139,2178.1698846486,1924.31057011891,1978.92568818524,2165.04619413647,1982.14966970252,2180.80744128046,2266.2190141697,2118.06698870175,1987.10016622893,2239.20439265363,2083.64830325707,2131.28093522249
"4",249,2652.76045667478,2439.91308971037,2476.87385449318,2460.20114697858,2360.67927913113,2455.19523977616,2342.09348122304,2344.17416087042,2394.59197839775,2352.68669865876,2420.11356243588,2362.25245244614,2312.25821739185,2358.99912953863
"5",250,2719.90164620905,2468.37780259018,2341.22502504652,2478.21792348297,2460.1500763466,2267.06238889889,2496.73999016422,2452.15586507689,2518.25858316339,2476.49363090573,2473.51308062198,2457.72901012025,2516.95927747413,2280.24281436955
"6",251,2555.60081253977,2290.0783791798,2319.00018476151,2363.42712741409,2285.32142419226,2330.75275050228,2413.94250631159,2379.0909901077,2403.92956715422,2444.51385242837,2471.4095948696,2489.59374113662,2407.82736534072,2449.45201140425
"7",252,2449.382533938,2310.44097643326,2423.97655401849,2257.29811190093,2347.49145952219,2437.60436163994,2312.68242789789,2387.79602556631,2301.85640877135,2244.15416677105,2315.9248880614,2360.45073804749,2295.33656525973,2359.43784345388
"8",253,1602.2817686269,1913.57232401579,1946.70329988096,1975.83866560602,1969.15973424458,1914.55046649466,1912.39263429808,1958.82483135298,1910.01174043348,1885.9042538863,1940.24177134714,1923.07206949917,1898.02187073422,1951.13759458593
"9",254,2572.9408485172,2494.75901848054,2370.46566665251,2328.06608505108,2409.65822171336,2222.63154103257,2487.72330260682,2362.01092466853,2490.02153815036,2390.01426481666,2413.50228840293,2393.66562494557,2433.97330339861,2334.20737094757
"10",255,1939.97581547574,2122.69474664656,2102.96791026005,2013.05330159754,2183.6612418187,2024.0551538332,2100.51977981906,2067.34520441666,2077.85201249812,2022.865744822,2027.85002734958,2003.15409593295,2135.53071795288,2182.85466711106
"11",256,1975.68763387824,2125.87642861776,2050.09156320607,2028.95207493212,2101.16974007758,2040.6514940898,1934.976082163,2158.24927851499,2138.05545634276,1947.68293791913,2022.50836355456,1998.06313072349,1981.60725371725,2029.83119969892
"12",257,2195.55077649303,2052.64281188467,2190.34316570655,2203.36655277935,2240.55955217578,2381.27231681197,2119.85247616845,2115.65248770242,2047.73261648453,2261.54975172114,2145.28596500222,2110.35475993756,2219.55975506327,2327.05231051885
"13",258,2637.22591740092,2482.94641795508,2509.42678685068,2508.26370882566,2475.8854019668,2251.71625321515,2447.93406766591,2466.23198057371,2370.94107732269,2479.754845624,2468.23207021458,2420.70269109715,2475.83831750112,2297.16686312219
"14",259,2108.4710255002,2226.81065640974,2166.07960692487,2172.59889750744,2137.89081442731,2037.08086561741,2229.86060358834,2232.78968248013,2133.00161827381,2118.05723977769,2193.74518490952,2190.63190030102,2108.42273870633,2030.85695968033
"15",260,1933.46418746946,1972.17493775597,1988.73182972758,2292.26788138129,2051.33901855514,1984.37829913012,2137.00972638673,1936.80707480684,1962.80858073629,2018.29830300093,2102.93303678216,2025.16311975825,2156.6061586243,1970.37845824336
"16",261,2523.00550838395,2365.43906167797,2448.60786053963,2447.31557898505,2390.15980153084,2430.76765004973,2322.93651906264,2270.18974166803,2368.23263983863,2230.42136905107,2289.03893947774,2368.62939283192,2332.59400944965,2422.55543371227
"17",262,2387.631930085,2234.6163602214,2256.20205197443,2072.8404391731,2164.8791460823,2264.19235057893,2264.1729272105,2208.20990249745,2360.23200659838,2437.82081397898,2315.85092197238,2395.96841554612,2213.40470958821,2157.69917894481
"18",263,2286.91124453636,2440.21991104234,2360.66127783743,2318.88062010606,2392.40245193104,2091.82317121886,2296.25892625585,2346.76544115766,2282.78674961062,2268.69320069852,2329.28726552453,2256.21701240841,2406.38151561448,2198.37464301826
"19",264,1770.9270919456,1999.8860780365,1971.75095396433,2040.75988943983,2069.36422585253,2017.23009863667,2086.16828254072,2004.99567695556,2024.88647464951,2050.0207721196,2022.06644446108,2034.46021082827,1988.39921362787,2000.45081684931
"20",265,2054.84314426269,2067.97503790364,1896.74326743394,2247.6552215823,2098.89906508232,2216.0350734629,2216.95377086431,1992.21323095118,2077.83371255974,1989.45384142484,2210.49709337852,2080.82707784101,2229.76237864394,2061.06570621006
"21",266,1779.72667117614,1939.48132128758,1958.57290198497,1946.25108170754,2001.68100768028,2416.16596657686,1914.45632811189,1941.73001303703,1914.44004944972,2049.89588288578,1931.83368908665,1962.19610608403,1908.01105872903,2366.44552726992
"22",267,2017.23482168628,2121.14869629364,2046.95174036968,2122.92116911629,1980.91756092411,1949.29417006732,2132.62580554853,2053.22463841066,2208.06570661609,2097.16631292135,2034.76233347736,2106.11977901222,2039.4932137331,1951.90276887796
"23",268,1762.76364251524,1964.34031230994,1946.29240532575,1956.63059466436,1931.38266068952,2205.82341613615,1940.51710562311,1950.14341355362,1994.49120910379,1938.49362069588,1927.13216812632,1931.84009148,1948.13615418733,2207.04206339061
"24",269,2057.46762737497,2010.1503793487,2104.30028615126,2279.26836920544,2170.16063605654,2069.28872370804,2166.99715084132,2211.15360246586,2109.99590936366,2216.80251984756,2185.46493892129,2173.97520944238,2132.89887790759,1965.56509817792
"25",270,2043.21276525419,2077.06424844773,2057.4204732032,2212.72534716056,2189.68082510121,2093.47416573403,2005.29721711173,2095.39999811998,1995.75339033777,2082.09007045522,2049.82168351602,2199.65212815255,2192.59693426829,2088.8138305708
"26",271,2402.77699427094,2268.26767835327,2386.14418492158,2184.1177918372,2301.23259854695,2110.28162870955,2249.75565942014,2307.28973727086,2288.69493955713,2227.80352929639,2263.10032243459,2330.18031161605,2251.05461062071,2135.64084068846
"27",272,2144.65210144405,2133.61700139225,2196.20630889476,2193.4404036499,2222.18763387395,2176.29713997764,2210.45525280459,2239.96478890922,2164.02999797234,2151.83721281177,2161.72338072504,2100.38773587171,2170.9333483621,2182.56567804767
"28",273,2557.40995635224,2381.37199436343,2361.49583915786,2297.33637424979,2365.28918394992,2255.86293178889,2469.22246967926,2421.00726351419,2410.22735485661,2306.12100328551,2285.28113053027,2278.82959604487,2452.88557237158,2389.99735480887
"29",274,2430.60189469477,2337.38913295504,2447.30815569853,2296.53319061288,2373.6448493552,2426.68267600702,2349.34412416836,2380.84192934303,2313.49386385047,2241.47059782937,2295.36039421648,2266.99695490226,2354.21395479747,2350.27657591351
"30",275,1784.07677739525,2084.67639802555,2031.38956513897,1901.17731655927,1959.36314442266,2235.69358304414,1976.03249433493,1994.45266478915,2051.24060450115,2123.13866259811,1920.81107188573,1900.00840507049,1946.17682101142,1990.95137198553
"31",276,2285.28850875433,2345.827896952,2207.00386736749,2201.13236636372,2282.4663843947,2128.8917163714,2279.12868767826,2338.18223770227,2249.37420754484,2036.81536422412,2241.90809115618,2201.35466616725,2220.29176434573,2187.18400419307
"32",277,1865.44925881518,2223.4445877638,2140.83178346527,2070.93472762824,2141.96204530344,1927.25522849027,2070.88560260599,2091.61674522769,2194.67011834623,2069.24538736862,2077.64811479723,2047.52275043839,2053.28923908949,2060.13175487317
"33",278,2610.15021382242,2324.92474954991,2223.6732610651,2394.27070987813,2268.62227531905,2376.37772943482,2410.35485779236,2317.28962961264,2373.15234437233,2436.41238603232,2467.19944040032,2507.95010149932,2394.27963452816,2478.85072221131
"34",279,2102.70716037439,2070.2828662042,2275.58129223457,2129.03004786167,2123.8375479811,2514.80671273857,2055.8919213024,2073.26935526835,1965.12603794716,2356.72520673063,2110.93141473456,2145.12033056347,2060.41845899146,2484.66589869997
